ptx,pty,docIds,idShort,title,pubDate,category,terms1,stems,firms,keywordsFound
15.65240448,8.792036687,1647554869_5408268,188,Architecture_sustainable-urban-development,3/28/2019,Architecture,grove;terra;pharmacy;light-rail;underline,grove;terra;pharmaci;light-rail;underlin,,social;solar
5.614175094,-41.7675385,1647554852_2124746,189,Architecture_tamassociati-humanitarian-architecture,4/9/2015,Architecture,beautiful;critical;pantaleo;tamassociati;lepore;sudan,beauti;messag;pantaleo;tamassociati;lepor;sudan,,social
4.397973598,-4.898804824,1647554834_094417,190,Architecture_tech-incubator,1/15/2019,Architecture,institutions;incubator;undergraduate;1871,institut;incub;undergradu;1871,,environmental;social
7.152865682,-3.983484372,1647554830_028561,191,Architecture_technology-architecture,1/16/2018,Architecture,mix;architecture;augmented;ditch;plug-in;model,mix;perkin;augment;ditch;photon;superimpos,,social;bim
1.571940545,-8.07591317,1647554852_056222,192,Architecture_the-lowline-worlds-first-underground-park,3/19/2015,Architecture,see;underground;beneath;aboveground;plans;mta;brooding,williamsburg;underground;beneath;aboveground;subterranean;mta;brood,,solar
31.82575153,-2.650988027,1647554835_8515055,193,Architecture_theatre-rabat,4/4/2019,Architecture,mohammed;theatre,moham;theatr,,sustainable development
-8.261129259,4.915429304,1647554855_9975731,194,Architecture_thermobimetal-architecture,10/13/2015,Architecture,melted;features;bloom;resembled;thermobimetal;curl,sun;sheet;bloom;resembl;thermobimet;curl,,solar
-21.94911535,12.85763174,1647554859_971511,195,Architecture_toyo-ito,10/25/2016,Architecture,resident;beautiful;novelty,resid;beauti;lodg,,wind;social
14.84209492,19.45119292,1647554839_961257,196,Architecture_tree-house-architecture,10/1/2021,Architecture,trees;iterations;shop;fins;evan;use;site-specific;leaf;modus,tree;iter;shop;fin;evan;dynamo;site-specif;leaf;modu,,
-11.14298833,5.04390091,1647554834_516294,197,Architecture_us-olympic-museum,2/6/2019,Architecture,spring;scanning;tolerance;colorado;sheathed,spring;scan;toler;colorado;sheath,,
13.80978722,1.665697573,1647554840_7112877,198,Architecture_virtual-presentation,4/8/2020,Architecture,studio;curios;furnishing;samples—leaf;moods;high-touch,studio;curio;furnish;sampl;mood;high-touch,,
22.56010407,-19.75825673,1647554826_8605523,199,Architecture_virtual-reality-in-architecture,12/9/2021,Architecture,reality;spatial;virtual;geared;oculus;htc;vive;larsen;oculus;head-mounted;mottle,realiti;spatial;virtual;gear;oculu;htc;vive;larsen;rift;head-mount;mottl,,bim
-76.97560614,7.313341522,1647554828_9757197,200,Architecture_virtual-showroom,9/27/2017,Architecture,architects;home;client;sunlight;furniture;request;freedom;made-to-order;head-mounted,architect;home;client;sunlight;furnitur;request;freedom;made-to-ord;head-mount,,bim;environmental
1.618890354,-11.39640565,1647554841_4456916,201,Architecture_virtual-tourism,5/8/2020,Architecture,fact;fun;lloyd’s;luum;tours;wright;ancient;greece;including;taj;greek;parthenon,fact;fun;lloyd;templ;tour;wright;ancient;greec;taj;mahal;greek;parthenon,,social;solar
-19.28202896,18.57263992,1647554830_6223378,202,Architecture_vr-architecture,3/27/2018,Architecture,museum;photography;south;photographic;use;andy;galvanize;grainy,museum;photographi;branch;photograph;stair;andi;galvan;graini,,
-25.65974461,18.48334705,1647554837_5078402,203,Architecture_vr-building-design,10/2/2019,Architecture,reflects;environment;aec;unity;video-game,reflect;environ;aec;uniti;video-gam,,bim;urbanism
18.64631245,40.68111722,1647554835_2515142,204,Architecture_wework-business-model,3/5/2019,Architecture,wework;auditorium;strategists,wework;auditorium;strategist,,bim
-14.93264711,7.588866757,1647554845_878217,205,Architecture_what-is-digitalization,3/23/2021,Architecture,filter;giving;officiated;maintenance;bursts;cde,filter;insight;offici;mainten;red;cde,,bim;environmental;social
3.53978549,-24.43240441,1647554828_6632087,206,Architecture_with-mr-vr-and-ar-humans-and-machines-will-unite-in-the-workforce,8/23/2017,Architecture,,,,bim
-56.11171573,-3.09567691,1647554824_5232358,207,Architecture_work-life-balance-for-architects,3/13/2020,Architecture,cloud-based;cap,cloud-bas;cap,,bim
-19.64462458,-23.00036744,1647815094_7238703,208,Business_engineering-mentorship,2/29/2016,Business,forward;mechanical;mentoring;guidance;formal;experiencing;odyssey;mechanical-engineering,engin;mechan;mentor;guidanc;formal;experienc;odyssey;mechanical-engin,,
-10.72255059,-0.14579747,1647816592_9580941,209,Construction_11-vernacular-building-techniques,2/27/2017,Construction,around;covering;rooted;due;unfortunately;arches;vineyards;moss;decay;monsoon;dan;chimney;huts;vernacular;reed;marshes;volcanic;adobe;nomad;mud;rot;plateaus;cistern,around;cover;root;due;unfortun;arch;vineyard;moss;decay;monsoon;dan;chimney;hut;vernacular;reed;marsh;volcan;adob;nomad;mud;rot;plateau;cistern,,environmental
11.30557308,4.537957487,1647554813_9412336,210,Construction_3d-printing-affordable-homes,7/8/2021,Construction,wall;affordably;home;habitats;printer;wake;tempe;mighty,wall;afford;home;habitat;printer;wake;temp;mighti,,bim;social
36.78551874,10.93343892,1647814597_5941796,211,Construction_3d-printing-building-codes,3/31/2020,Construction,precedents;officiated,preced;offici,,
-17.25948912,1.531954124,1647554819_6487272,212,Construction_3d-printing-concrete,11/4/2015,Construction,southern;together—a;iran;tedx,california;scaled-up;iran;tedx,,
11.76841253,9.204849403,1647816516_2892196,213,Construction_3d-printing-construction,8/21/2018,Construction,mx3d;café;nashville,mx3d;amsterdam;nashvil,,environmental;bim;wind
24.89284448,10.35140077,1647554863_2372544,214,Construction_5-supermaterials,6/2/2017,Construction,cellulose;superpower;bartlett;algae;obsession;supermaterial;bioplastic,cellulos;superpow;bartlett;alga;superhero;supermateri;bioplast,morphogenesis,embodied energy;air pollution
-5.773120564,-8.764928721,1647816393_018415,215,Construction_accelerated-construction,12/19/2019,Construction,structural-steel,structural-steel,,bim
-2.86966737,-37.11304481,1647816457_15457,216,Construction_ai-in-construction,5/7/2019,Construction,windows;knowledge;subcontractors;updated;worth;architecture;slow,jobsit;knowledg;subcontractor;automat;worth;fatal;paper-bas,,bim
10.10887121,0.622395202,1647816399_2804427,217,Construction_atrio-bogota,12/10/2019,Construction,formwork;diagonal;basement;roger,formwork;diagon;basement;roger,,bim
-23.05101498,3.168790163,1647812671_5660086,218,Construction_autodesk-university-2020,11/20/2020,Construction,discussions;2020;keynote;keynote,discuss;2020;keynot;srinath,bdp,social;environmental
12.7318821,11.22662497,1647812543_5740545,219,Construction_autodesk-university-2021,10/8/2021,Construction,[autodesk];longer;forging;vice;president;2021;conference;unlocking;keynote;sessions;connectedness;data-centered;session,autodesk;watch;forg;vice;presid;2021;confer;unlock;keynot;session;connected;data-cent;panelist,hntb;cannondesign,
-21.01561967,29.82477807,1647816618_6730237,220,Construction_autonomous-vehicle-technology-in-construction,10/11/2021,Construction,heavy;operations;revered;mine;trucks;equipped;yielding;hbcu;fleet;autonomous;diagnostics;driverless;off-road;tinto;semiautonomous;hauler,heavi;oper;rever;mine;truck;equip;yield;hampton;fleet;autonom;diagnost;driverless;off-road;tinto;semiautonom;hauler,,bim
-28.92955808,18.09294446,1647813757_8924732,221,Construction_bamboo-modular-homes,9/5/2019,Construction,wall;piles;selling,configur;stilt;single-unit,,bim
-28.78141158,0.772722515,1647554837_945342,222,Construction_bim-2020,10/24/2019,Construction,,,,bim
-20.39474351,-0.600336047,1647554836_1484115,223,Construction_bim-mandate,4/25/2019,Construction,mandates;space;government-funded;moulds,mandat;runway;government-fund;mould,,bim;environmental;sustainable development
-25.55554134,3.606789957,1647554880_1856778,224,Construction_bim-process,4/6/2021,Construction,ltd;mountains;division;throughout;sporting;venue;construction;division;phoenix;chengdu;arena;zhang;membrane;000-seat;sichuan’s,ltd;mountain;divis;throughout;sport;venu;eighth;corp;phoenix;chengdu;arena;zhang;membran;000-seat;sichuan,,bim;social
-44.92995726,35.89571416,1647815532_6726918,225,Construction_brazilian-construction-company,4/20/2020,Construction,marcelo;etica,marcelo;padua,,bim
13.87839751,5.882370096,1647814755_7436135,226,Construction_bricklaying-robot,5/23/2019,Construction,blocks;lays;stabilizes;brickwork;brick;mortar;bricklaying,block;lay;stabil;brickwork;brick;mortar;bricklay,,wind;environmental
7.84921345,24.39633004,1647813551_152213,227,Construction_build-change-retrofits-homes-in-bogota,9/21/2021,Construction,system’s;colombia,fix;colombia,,social
-36.23287705,-7.947357356,1647554855_8257425,228,Construction_build-change,10/7/2015,Construction,photo;retrofit;morph;strand;masonry;hausler;watch;disaster-resistant;jenga;nepal;ngos,famili;retrofit;safer;strand;masonri;hausler;homeown;disaster-resist;jenga;nepal;ngo,,wind
-13.27767564,13.87026398,1647554813_1970654,229,Construction_building-affordable-housing,5/27/2021,Construction,plants;emerge;connotations;butterfly;portable,plant;emerg;connot;butterfli;portabl,,environmental;social
1.917054799,21.90460516,1647554851_3218353,230,Construction_building-simulation-analyzing-performance-without-breaking-ground-or-a-sweat,12/19/2013,Construction,campus;analysis;including;hok;homeland;beck;jll’s,campu;analysi;simul;hok;homeland;beck;jll,hok;jll,renewable energy;solar
12.25813626,-13.06118768,1647554832_4322524,231,Construction_building-the-future,8/24/2018,Construction,,,,social
-17.70528599,-16.58723294,1647816497_828376,232,Construction_cannistraro,1/9/2019,Construction,skid;seaport,skid;seaport,,bim
13.22997198,-10.88096321,1647816558_5518734,233,Construction_carbon-fiber-building,12/10/2021,Construction,demonstrate;thistle;cable;kim;steel-frame;like,demonstr;fiber;cabl;kim;steel-fram;carbon-fib,,
-21.7778522,-6.362514037,1647813861_6369743,234,Construction_circular-design,11/8/2017,Construction,whether;disassembly;magdani,spaceship;disassembl;magdani,,renewable energy
-30.19567034,-0.136196802,1647812526_1937497,235,Construction_climate-action-planning,11/8/2021,Construction,regions;part;gas;emerge;finance;shareholders;bonds;evolutionary;widening,leverag;planet;ghg;cop26;financ;sharehold;bond;evolutionari;widen,,greenhouse gas emissions;esg;environmental;social;net zero
-11.64075408,-5.192271031,1647813866_1082525,236,Construction_climate-agreement-green-building,9/18/2017,Construction,2015;befell;agreements;trump;usgbc;withdrawal;disappointed,2015;pari;agreement;trump;usgbc;withdraw;disappoint,,greenhouse gas emissions;environmental
22.86121402,-7.595874633,1647554881_6076038,237,Construction_cloud-based-construction,1/22/2021,Construction,cloud-based;in-person;strategists;johann;sweco,cloud-bas;in-person;strategist;johann;sweco,sweco,recycling;green design;bim
28.1880603,-1.883797738,1647813766_965656,238,Construction_co2-capture,1/11/2022,Construction,cement;opportunity;pathway;beneficial;xprize,cement;co2;pathway;benefici;xprize,,renewable energy
13.14523251,-1.071251018,1647554876_4176903,239,Construction_collaboration-construction,6/9/2020,Construction,,,,
-8.537174803,5.447265672,1647554844_8469615,240,Construction_collaborative-construction,12/2/2020,Construction,precast;minds;triangular;pressure-test,precast;fit;triangular;unorthodox,,bim
29.74445861,34.22873042,1647816212_8096032,241,Construction_compass-coffee-retrains-workers,8/24/2021,Construction,made;welding;joels;cafe;harrison;compassion;barista;beans,coffe;weld;joel;cafe;harrison;compass;barista;bean,,bim
-8.068413468,6.60048119,1647816582_5074537,242,Construction_connected-bim,5/31/2017,Construction,delays;mckinsey;engineer,delay;mckinsey;plumber,,bim;agriculture;life cycle
-2.35953592,12.72563779,1647814329_7199879,243,Construction_construction-automation,1/6/2022,Construction,improve;quality;construction;industrial;building;view;site;guess;new;window;affordably;environment;example;increase;control;contractors;volumetric;ways;tasks;component;reduced;outsight;labor;benefit;efficiency;establish;mans;assembled;fireproof;life—pictures;inspections;water;producing;workers;safety;equipped;repeated;deployable;heavy;transfer;masonry;robots;off-site;mckinsey;opportunities;scratch;marble;cor;caterpillar;industrialized-construction;baskets,improv;qualiti;construct;industri;build;special;site;repetit;technolog;modul;afford;environ;exampl;increas;control;faster;volumetr;autom;task;compon;reduc;outsight;labor;benefit;effici;strategi;man;assembl;fireproof;dog;inspect;shortag;on-sit;worker;safeti;equip;repeat;deploy;machineri;transfer;masonri;robot;off-sit;mckinsey;variabl;scratch;synonym;cor;caterpillar;industrialized-construct;basket,,wind;solar;recycling;environmental;bim;agriculture;renewable energy
-21.45803027,-20.14515534,1647816562_3920426,244,Construction_construction-business-cybersecurity,12/6/2017,Construction,email;secured;designers;server;ransomware;breach;create;grand,email;secur;updat;server;hacker;breach;fake;theft,,social;bim
-7.42960551,11.28815931,1647816272_5705104,245,Construction_construction-company-growth,2/16/2021,Construction,transformed;breaking;dematerialization,transform;break;demateri,,bim;greenhouse gas emissions
-12.02063497,-19.74700486,1647554877_9347572,246,Construction_construction-digitization,9/30/2020,Construction,area;hundreds;quarter;colossal;scheme;stockholm,area;hundr;quarter;coloss;scheme;stockholm,white arkitekter,bim
-10.0427962,-39.74709452,1647816537_9814203,247,Construction_construction-in-japan,6/7/2018,Construction,obayashi;engineer;what’s,obayashi;attribut;cim,,bim
3.671640299,-8.306369591,1647554879_404384,248,Construction_construction-site-of-the-future,11/5/2020,Construction,phase;optimized;execution;element;western;marginalize;willis;time-saving,phase;crane;execut;element;western;margin;willi;time-sav,,bim;social;environmental
-36.05466389,-6.361368738,1647554876_5739472,249,Construction_construction-social-distancing,6/11/2020,Construction,protocols;pace;blessing;morris;i’ve,protocol;pace;bless;morri;two-and-a-half,,bim;social
3.548604075,-0.777958747,1647816235_4085932,250,Construction_construction-technology-2021,6/1/2021,Construction,site;apple;circulation;lidar;giant;wireless;self-healing;ever;coiled;loader;asphalt;hands-free;dji;polytechnic,site;appl;circul;lidar;giant;wireless;self-heal;crack;cord;loader;asphalt;hands-fre;dji;polytechn,,bim;solar;wind;social;environmental
-13.98691259,-13.9131998,1647813732_8559458,251,Construction_consumption-of-natural-resources,2/5/2020,Construction,gases;aluminum;doesn’t;soda;dematerialization;decreased,gase;aluminum;worri;soda;demateri;gram,,environmental
15.17743224,17.40013773,1647816627_5471945,252,Construction_convergence-of-structural-detailing-and-design,10/14/2015,Construction,shadow;rebar,detail;rebar,,bim
3.024982035,-26.91252876,1647816336_5354576,253,Construction_coronavirus-business-recovery,7/2/2020,Construction,retain;verticality;survive;help;recession;marginalize;restarted;increase,retain;vertic;surviv;thrive;recess;margin;restart;merger,,bim;supply chain
19.66182324,-5.583969607,1647816357_0861013,254,Construction_covid-19-construction,6/1/2020,Construction,depression;post-covid-19,depress;post-covid-19,,social;air quality
90.28695595,-4.686962371,1647554871_7317777,255,Construction_design-automation,8/1/2019,Construction,,,,
27.69412467,-11.80360682,1647554877_1677144,256,Construction_design-for-manufacture-and-assembly,7/22/2020,Construction,modular;off-site;dfma,modular;off-sit;dfma,,supply chain;bim;environmental
-2.040534383,13.90175257,1647554840_8519163,257,Construction_digital-construction-technology,4/9/2020,Construction,rwth,rwth,,
2.132108083,18.19769427,1647816340_9525578,258,Construction_digital-transformation-road-map,6/24/2020,Construction,risk;budget;distanced;safety,risk;budget;workforc;safeti,,bim
-0.639746466,16.96807335,1647554878_7629201,259,Construction_electric-construction-equipment,1/4/2022,Construction,heavy;optimized;excavated;electric;cleaner;twins;fumes;all-electric;loader;gammons;volvo;battery-powered;zero-emission;freight,heavi;crane;excav;electr;cleaner;hydraul;fume;all-electr;loader;gammon;volvo;battery-pow;zero-emiss;freight,,environmental
5.844996557,18.9294134,1647813578_156671,260,Construction_embodied-carbon-calculator,9/24/2021,Construction,tool;calculate;free;directly;ross;microsoft;major;embodied;firm;industry;redmond,tool;calcul;free;directli;ross;microsoft;contributor;embodi;ec3;talli;redmond,,environmental;renewable energy;bim
8.203651538,28.47648879,1647816368_6266122,261,Construction_emergency-buildings,4/27/2020,Construction,emerge;timeline;covid-19;health-care;prefabrication;certainty;concurrently;site;succumb,emerg;timelin;covid-19;health-car;prefabr;certainti;concurr;situ;succumb,,
-1.549429133,-2.776128861,1647816586_2371488,262,Construction_engineering-economics,8/15/2017,Construction,share;fabricated;multiple;tasks;profitability;outsourced;example,share;fabric;multipl;task;profit;outsourc;deleg,,supply chain;bim
-72.12524689,3.853106374,1647554834_8131871,263,Construction_factory_os,2/12/2019,Construction,that’s;multifamily;opportunities,gon;multifamili;nontradit,,supply chain
-48.61754272,-13.90533069,1647554854_778759,264,Construction_future-building-materials,8/18/2015,Construction,properties;lawrence;molecular;rose;fibers;holt;graphene;livermore;nanometers,properti;lawrenc;molecular;pane;aerogel;holt;graphen;livermor;nanomet,,solar
-63.48726825,-54.45360162,1647816318_5243857,265,Construction_future-of-building,8/10/2020,Construction,nonessential,nonessenti,,
4.85243461,-11.99894284,1647815147_9535544,266,Construction_future-of-construction,5/3/2018,Construction,prefab,prefab,,solar
22.88850397,-20.14721538,1647816452_9141245,267,Construction_gender-equality-in-construction-industry,5/21/2019,Construction,carpenter;there’s;union;councils;co-founder;gender;enforce;massachusetts;boston;women;skidmore,carpent;equiti;union;council;co-found;gender;enforc;massachusett;boston;women;skidmor,,social
-5.304772541,15.2380918,1647816420_997247,268,Construction_gig-economy-growth,9/17/2019,Construction,employment;hiring;workers;single-unit;gig;killer;christopher;workers;amalgamating,employ;hire;worker;full-tim;gig;killer;hanson;tradespeopl;amalgam,,social
5.025277072,17.91682863,1647814402_3463275,269,Construction_gigafactory-construction,5/25/2021,Construction,rhein;automotive;elon;musk;tesla,germani;automot;elon;musk;tesla,,bim
26.03375801,-21.75638902,1647554864_9782505,270,Construction_green-construction-trends,1/19/2018,Construction,manufacturing;rationalized;quantify;client;spec;could,offsit;ration;quantifi;tenant;spec;vdc,,environmental;net zero;bim;recycling
31.94704548,7.732192911,1647554812_892729,271,Construction_heritage-preservation,3/11/2021,Construction,strip;heritage;restorations;tablets;pinpoint;brick;samples;exact;spire;cured;re-creating;entries;ornamentation;craftspeople;holland;nico,piec;heritag;restor;tablet;pinpoint;brick;stone;exact;spire;instantli;re-creat;entri;ornament;craftspeopl;holland;nico,,bim;wind
-12.81521596,-32.44431994,1647554835_0952477,272,Construction_history-of-prefabrication,12/16/2021,Construction,technique;later;prefab;assembly-line,techniqu;later;prefab;assembly-lin,,bim
-38.04579304,16.34602466,1647816488_4428933,273,Construction_holobuilder,1/24/2019,Construction,relay;360-degree;computer-science;beta,feedback;360-degre;computer-sci;beta,,bim
10.03740688,28.15488231,1647554846_1751158,274,Construction_how-bim-helps-construction,4/14/2021,Construction,wooden;confirmed;consensus;clt;field,wooden;confirm;consensu;clt;verif,,bim;environmental
5.99463077,0.910823817,1647813528_632831,275,Construction_hurricane-proof-construction-methods-can-save-buildings-communities,11/24/2021,Construction,concrete;tie;home;stronger;wind;glass;case;event;resistant;wood-frame;higher;categories;experimental;expensive;strength;bend;withstand;rain;damage;storm’s;irma;floodwater;surges;hurricane-proof;debris;amount;strongest;building;ecc;nursery;weakest;hurricane-resistant;shatter;bendable;vulcan;bahamas,concret;tie;home;stronger;wind;glass;damag;disast;resist;wood-fram;higher;categori;experiment;expens;strength;bend;withstand;rain;hurrican;storm;irma;floodwat;surg;hurricane-proof;debri;mph;strongest;off-the-shelf;ecc;engrav;weakest;hurricane-resist;shatter;bendabl;vulcan;bahama,,wind;environmental
24.29413628,-26.83946809,1647554832_2760046,276,Construction_implementation-of-bim,8/23/2018,Construction,reassured;fears;slim,reassur;fear;slim,,bim
-18.69880485,25.80810629,1647815614_5223794,277,Construction_infrastructure-in-india,5/29/2018,Construction,cafeterias;one-fourth;miami’s;corrêa;kef,cafeteria;one-fourth;indian;infra;kef,,bim;social
-17.71277851,4.387615069,1647554847_706416,278,Construction_innocell,7/20/2021,Construction,compare;hinges;fixtures;ahead;luis;knowledge-based;universal;technology-based;helmet,compar;hing;fixtur;ahead;lui;knowledge-bas;hip;technology-bas;helmet,,bim
-1.710283737,55.31960233,1647554855_5287974,279,Construction_integrated-project-delivery-bim-biogen,9/24/2015,Construction,bagot;ipd;static;headquarters;actually;joists,kendal;ipd;michel;headquart;coloc;joist,,bim
65.71086292,62.66707825,1647816494_0448031,280,Construction_iot-in-construction,1/10/2019,Construction,visibility;walk;scott;allison,visibl;walk;scott;allison,,environmental;air quality
0.593651356,-9.875452834,1647816384_6990094,281,Construction_juneau-construction,3/4/2020,Construction,folks;nancy,folk;nanci,,
-15.63279791,17.56329746,1647816631_7038097,282,Construction_lean-construction-empowers-the-front-line,9/16/2015,Construction,commander;assigned;synergy;crews;river;albert;hierarchies;foreman,command;assign;synergi;crew;edg;albert;hierarchi;foreman,,
3.504171763,-5.756237011,1647816444_3405602,283,Construction_lean-construction-ireland,6/13/2019,Construction,360;bam;court;promotes;backward;ireland’s;courthouses;o’brien;25-year,360;bam;court;lean-construct;backward;ireland;courthous;brien;25-year,,supply chain;bim;environmental
-20.32948796,-12.00166233,1647554867_4616077,284,Construction_leapfrog-technology,8/16/2018,Construction,regulatory;boost;mass-customization;gustafson;leapfrog;mike,regulatori;boost;mass-custom;gustafson;leapfrog;egger,,bim
-3.968815861,18.02111269,1647554849_1321778,285,Construction_leighton-asia-hong-kong-airport,10/13/2021,Construction,constructed;ground;database;asia;streamline;project;substructures;predrilled;structural,onsit;ground;databas;asia;streamlin;leighton;substructur;predril;geotechn,,bim
-24.81626446,21.31619409,1647816603_888611,286,Construction_life-of-a-construction-project-manager,6/20/2016,Construction,sometimes,sometim,,bim
-15.08490807,-13.37032063,1647812621_7497835,287,Construction_low-carbon-development,4/8/2021,Construction,located;building;development;cut;materiality;amenities;reuse;designs;sfo’s;double;holistic;lifetime;years;low-carbon;passport;decarbonization,locat;build;develop;cut;materi;amen;reus;exist;vision;doubl;holist;lifetim;old;low-carbon;passport;decarbon,white arkitekter,wind;sustainable development;embodied energy;green design;environmental;solar;supply chain;bim;greenhouse gas emissions;recycling;esg;social
5.407387495,-18.17769083,1647814938_3192163,288,Construction_manufacturing-and-construction,1/4/2022,Construction,equations;eindhoven,equat;eindhoven,,bim
-16.27350798,10.48935966,1647554870_1658587,289,Construction_mass-timber-construction,4/30/2019,Construction,jacobs’;builder;mass-timber,jacob;builder;mass-timb,,supply chain
-4.8787012,-10.13502044,1647554833_9225218,290,Construction_modular-construction-companies,1/8/2019,Construction,modular;bolted;stacks;swanson;chassis,modular;bolt;stack;swanson;chassi,cannondesign,supply chain
-17.53788596,30.58282718,1647816330_2185292,291,Construction_modular-hospitals,10/20/2021,Construction,three;hours;day;progress;instead;temporary;hospital;speed;gomes;bed;extraordinary;lesson;reeling;birmingham;circumstances;wuhan;capabilities;lunar,three;hour;day;progress;week;temporari;hospit;speed;mexican;bed;extraordinari;lesson;coronaviru;birmingham;circumst;wuhan;electromechan;lunar,,bim;wind;supply chain;social
-10.36135986,-4.616422048,1647816534_162982,292,Construction_modular-stadium-construction,6/19/2018,Construction,bearing;modular;stadium;generate;soccer,bear;modular;stadium;fan;soccer,,solar;wind;bim
24.71922924,10.03324373,1647812557_9587471,293,Construction_net-zero-carbon,9/23/2021,Construction,building;totally;facebook;energy;reduction;landfills;carbon;warm;ghg;renewed;2030;tear;2050;least;embodied;must;net;degrees;removing;dioxide;zero;download;net-zero;2060;flat;preindustrial;midcentury;energy,build;total;offset;energi;reduct;carbon;atmospher;warm;emiss;renew;2030;tear;2050;least;embodi;must;net;degre;remov;dioxid;zero;download;net-zero;2060;2040;preindustri;midcenturi;wri,,net zero;greenhouse gas emissions;wind;solar;life cycle;environmental;renewable energy;bim;energy simulation;recycling
-16.46948598,-27.38912806,1647554855_231911,294,Construction_net-zero-house,9/14/2015,Construction,acres;jennifer;design;home-building;axiom;combination,acr;jennif;sip;home-build;axiom;ultraeffici,,solar;solar energy
-21.16468251,30.78387666,1647554814_5193696,295,Construction_netherlands-dike,8/19/2021,Construction,move,proud,,bim
-15.24986071,15.23518394,1647816542_4630165,296,Construction_norconsult,5/8/2018,Construction,innovative;waiting;norway’s;norconsult;engineer;skeptical;paperless;elephants;hydropower;ulriken,innov;deliv;norway;norconsult;attribut;skeptic;paperless;eleph;hydropow;ulriken,,bim
3.187623761,8.632055,1647554847_8626964,297,Construction_openbim,8/18/2021,Construction,informing;opening;mold;exchanges;data;platforms;knows;forging;aec;granular;files;greater;bim;supervised;across;formats;interoperability;exporters;api;currency;archive;openbim;ifc,inform;open;allow;exchang;data;platform;prefer;forg;aec;granular;file;greater;standard;workflow;disciplin;format;interoper;export;api;currenc;archiv;openbim;ifc,,bim
-29.6186689,-2.540106461,1647813897_6684792,298,Construction_population-growth-in-africa,9/28/2016,Construction,local;vaults;boom;mason;continents,local;vault;boom;mason;contin,,
20.36916727,11.04416589,1647816614_950477,299,Construction_preconstruction-je-dunn-construction,12/1/2015,Construction,jacobs’;civic;comprehensive;dashboard;lens;dunn,jacob;civic;comprehens;dashboard;len;dunn,,social;bim;renewable energy
-10.33645511,28.14861089,1647816261_4362197,300,Construction_preconstruction,3/30/2021,Construction,projects;estimated;standing;documentation;schedule;ensured;team;issues;bidding;subcontractors;hiring;supervised;collaboration;budget;barriscale;eliminate;windows;quantity;facilitates;preconstruction;design-bid-build,project;estim;right;document;schedul;ensur;team;contractor;bid;subcontractor;hire;workflow;coordin;budget;accur;elimin;quantiti;takeoff;facilit;preconstruct;design-bid-build,page,bim
37.51767392,7.656339772,1647554865_4432907,301,Construction_prefab-construction,3/13/2018,Construction,tianjin;chow;tai;fook;complex;cceed;multitasking,tianjin;chow;tai;fook;five-star;cceed;multitask,,bim
-0.657017692,-12.61292361,1647816522_518433,302,Construction_prefabricated-construction,7/19/2018,Construction,gilbane;imminent;workforce;academic;myers,gilban;deadlin;probabl;academ;myer,fitzgerald,bim
36.93900951,-17.17280825,1647815141_210586,303,Construction_prefabrication-and-lean-manufacturing-in-construction,9/2/2015,Construction,early;hvac;subcontractors;equity;michael;lonely;cannistraro;elements—things,earli;hvac;subcontractor;involv;michael;lone;cannistraro;headwal,,bim
-29.51774155,40.41113064,1647816622_4258273,304,Construction_prefabrication-and-modern-construction-methods,11/12/2015,Construction,gilbane;wires;perhaps,gilban;wire;competitor,,bim
-11.94264076,12.88419873,1647816280_126386,305,Construction_productization-strategy,1/27/2021,Construction,marked,mark,,
26.18808948,36.6572642,1647554834_2350442,306,Construction_project-frog,1/29/2019,Construction,regulatory;immediate;kit;project,regulatori;scalabl;kit;frog,,bim
22.53657067,12.77851809,1647816483_149418,307,Construction_reality-capture-atff,1/31/2019,Construction,scanning;adventure;reality-capture;roland;florian;track;decision,scan;adventur;reality-captur;roland;florian;stationari;matrix,,bim
-28.00249994,2.342648033,1647554881_7482388,308,Construction_recycling-building-materials,2/11/2021,Construction,reuse;assess;white;ambitions;000-square-meter;reclamation;arkitekter;recapture;bim-based;data-management;1971,reus;assess;white;ambit;000-square-met;reclam;arkitekt;recaptur;bim-bas;data-manag;1971,white arkitekter,environmental;recycling;bim
17.878158,-15.99904059,1647816345_0038056,309,Construction_reopening-construction,6/18/2020,Construction,maintain;reopen;reset,maintain;reopen;reset,,bim;social;environmental
33.01553281,22.63827015,1647813598_0079446,310,Construction_reusing-construction-materials,4/13/2021,Construction,mitchell;salvaged;georgia;kendeda;two-by-fours,mitchel;salvag;georgia;kendeda;two-by-four,,sustainable development;green design
-17.06603966,-2.63999451,1647554867_6179023,311,Construction_rohingya-refugees-in-bangladesh,9/12/2018,Construction,goodwin,goodwin,,
11.88439329,0.152454849,1647554836_0077612,312,Construction_san-jose-skyline,4/10/2019,Construction,redevelopment;tech;silicon;valley;mixed-use;san;downtown;convention;pedro;bureau;firm;jose;sap;bart,redevelop;tech;silicon;valley;mixed-us;san;downtown;convent;pedro;bureau;steinberg;jose;sap;bart,steinberg hart,social;bim
-41.42585852,53.22548803,1647554871_2317545,313,Construction_sand-scarcity,7/10/2019,Construction,like,sand,,
32.03720634,10.30478251,1647816572_10077,314,Construction_scaffold-design,10/18/2017,Construction,build,scaffold,,
13.64896003,-17.80957903,1647812990_8773448,315,Construction_schneider-electric-grenoble,6/28/2018,Construction,schneider;grenoble,schneider;grenobl,,sustainable development;bim;solar;air quality
